Crime Id,Original Crime Type Name,Report Date,Call Date,Offense Date,Call Time,Call Date Time,Disposition,Address,City,State,Address Type,Case Status
172532340,22500e,2017-09-10T00:00:00.000,2017-09-10T00:00:00.000,2017-09-10T00:00:00.000,15:13,2017-09-10T15:13:00.000,GOA,600 Block Of 4th Av,San Francisco,CA,Premise Address,Pending
170933908,Suspicious Person,2017-04-03T00:00:00.000,2017-04-03T00:00:00.000,2017-04-03T00:00:00.000,21:24,2017-04-03T21:24:00.000,HAN,15th St/vermont St,San Francisco,CA,Intersection,Closed
190013889,Suspicious Person,2019-01-01T00:00:00.000,2019-01-01T00:00:00.000,2019-01-01T00:00:00.000,22:35,2019-01-01T22:35:00.000,ADV,Sutter St/powell St,San Francisco,CA,Intersection,Closed
191181556,Homeless Complaint,2019-04-28T00:00:00.000,2019-04-28T00:00:00.000,2019-04-28T00:00:00.000,12:03,2019-04-28T12:03:00.000,ND,1900 Block Of Polk St,San Francisco,CA,Premise Address,Pending
171343695,Traffic Stop,2017-05-14T00:00:00.000,2017-05-14T00:00:00.000,2017-05-14T00:00:00.000,23:59,2017-05-14T23:59:00.000,CIT,19th St/south Van Ness Av,San Francisco,CA,Intersection,Pending
190512526,Traffic Stop,2019-02-20T00:00:00.000,2019-02-20T00:00:00.000,2019-02-20T00:00:00.000,15:31,2019-02-20T15:31:00.000,CIT,1000 Block Of Post St,San Francisco,CA,Premise Address,Pending
162543640,Audible Alarm,2016-09-10T00:00:00.000,2016-09-10T00:00:00.000,2016-09-10T00:00:00.000,21:50,2016-09-10T21:50:00.000,NCR,2700 Block Of Mission St,San Francisco,CA,Premise Address,Closed
163441109,Intoxicated Person,2016-12-09T00:00:00.000,2016-12-09T00:00:00.000,2016-12-09T00:00:00.000,09:51,2016-12-09T09:51:00.000,HAN,800 Block Of Taraval St,San Francisco,CA,Premise Address,Closed
191933259,Suspicious Person,2019-07-12T00:00:00.000,2019-07-12T00:00:00.000,2019-07-12T00:00:00.000,18:28,2019-07-12T18:28:00.000,CIT,South Van Ness Av/16th St,San Francisco,CA,Intersection,Pending
173312563,Passing Call,2017-11-27T00:00:00.000,2017-11-27T00:00:00.000,2017-11-27T00:00:00.000,16:45,2017-11-27T16:45:00.000,HAN,Hayes St/buchanan St,San Francisco,CA,Intersection,Closed
163522094,Traf Violation Tow,2016-12-17T00:00:00.000,2016-12-17T00:00:00.000,2016-12-17T00:00:00.000,14:39,2016-12-17T14:39:00.000,CAN,3700 Block Of 19th St,San Francisco,CA,Premise Address,Pending
191201343,Passing Call,2019-04-30T00:00:00.000,2019-04-30T00:00:00.000,2019-04-30T00:00:00.000,10:57,2019-04-30T10:57:00.000,Not recorded,Van Ness Av/market St,San Francisco,CA,Intersection,Closed
171570829,Suspicious Person,2017-06-06T00:00:00.000,2017-06-06T00:00:00.000,2017-06-06T00:00:00.000,08:36,2017-06-06T08:36:00.000,ADV,800 Block Of Minna St,San Francisco,CA,Premise Address,Closed
190063069,Trespasser,2019-01-06T00:00:00.000,2019-01-06T00:00:00.000,2019-01-06T00:00:00.000,21:25,2019-01-06T21:25:00.000,HAN,700 Block Of 3rd St,San Francisco,CA,Premise Address,Closed
170620109,Person Breaking In,2017-03-03T00:00:00.000,2017-03-03T00:00:00.000,2017-03-03T00:00:00.000,00:52,2017-03-03T00:52:00.000,Not recorded,1000 Block Of Florida St,San Francisco,CA,Premise Address,Pending
172101935,22500e,2017-07-29T00:00:00.000,2017-07-29T00:00:00.000,2017-07-29T00:00:00.000,13:49,2017-07-29T13:49:00.000,CIT,700 Block Of 3rd Av,San Francisco,CA,Premise Address,Pending
180442793,Traffic Stop,2018-02-13T00:00:00.000,2018-02-13T00:00:00.000,2018-02-13T00:00:00.000,17:00,2018-02-13T17:00:00.000,CIT,Van Ness Av/pacific Av,San Francisco,CA,Intersection,Closed
181211720,22500e,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,2018-05-01T00:00:00.000,12:38,2018-05-01T12:38:00.000,GOA,700 Block Of Eddy St,San Francisco,CA,Premise Address,Pending
181253730,Traf Violation Cite,2018-05-05T00:00:00.000,2018-05-05T00:00:00.000,2018-05-05T00:00:00.000,20:06,2018-05-05T20:06:00.000,CAN,200 Block Of Forest View Dr,San Francisco,CA,Premise Address,Pending
170572427,Sexual Assault Adult,2017-02-26T00:00:00.000,2017-02-26T00:00:00.000,2017-02-26T00:00:00.000,16:08,2017-02-26T16:08:00.000,GOA,2800 Block Of Mission St,San Francisco,CA,Common Location,Pending
172622708,Traffic Stop,2017-09-19T00:00:00.000,2017-09-19T00:00:00.000,2017-09-19T00:00:00.000,16:25,2017-09-19T16:25:00.000,CIT,Hawthorne St/howard St,San Francisco,CA,Intersection,Closed
182781537,Homeless Complaint,2018-10-05T00:00:00.000,2018-10-05T00:00:00.000,2018-10-05T00:00:00.000,11:32,2018-10-05T11:32:00.000,HAN,2000 Block Of Post St,San Francisco,CA,Premise Address,Closed
181920088,Passing Call,2018-07-11T00:00:00.000,2018-07-11T00:00:00.000,2018-07-11T00:00:00.000,00:52,2018-07-11T00:52:00.000,HAN,1700 Block Of Wawona St,San Francisco,CA,Premise Address,Pending
173642059,909,2017-12-30T00:00:00.000,2017-12-30T00:00:00.000,2017-12-30T00:00:00.000,14:53,2017-12-30T14:53:00.000,GOA,1200 Block Of Florida St,San Francisco,CA,Premise Address,Withdrawn
170272051,Homeless Complaint,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,14:07,2017-01-27T14:07:00.000,ADV,700 Block Of Clement St,San Francisco,CA,Premise Address,Closed
162273635,Well Being Check,2016-08-14T00:00:00.000,2016-08-14T00:00:00.000,2016-08-14T00:00:00.000,23:47,2016-08-14T23:47:00.000,GOA,Shannon St/ofarrell St,San Francisco,CA,Intersection,Closed
191692925,Suspicious Vehicle,2019-06-18T00:00:00.000,2019-06-18T00:00:00.000,2019-06-18T00:00:00.000,16:55,2019-06-18T16:55:00.000,ADV,Quesada Av/crisp Av,San Francisco,CA,Intersection,Pending
181941878,Burglary,2018-07-13T00:00:00.000,2018-07-13T00:00:00.000,2018-07-13T00:00:00.000,13:33,2018-07-13T13:33:00.000,REP,300 Block Of Allison St,San Francisco,CA,Premise Address,Withdrawn
170301755,Passing Call,2017-01-30T00:00:00.000,2017-01-30T00:00:00.000,2017-01-30T00:00:00.000,12:43,2017-01-30T12:43:00.000,Not recorded,100 Blk Sutter St,San Francisco,CA,Geo-Override,Closed
183424192,Fight No Weapon,2018-12-08T00:00:00.000,2018-12-08T00:00:00.000,2018-12-08T00:00:00.000,22:31,2018-12-08T22:31:00.000,GOA,2300 Block Of Mission St,San Francisco,CA,Premise Address,Pending
173031749,Traffic Stop,2017-10-30T00:00:00.000,2017-10-30T00:00:00.000,2017-10-30T00:00:00.000,12:24,2017-10-30T12:24:00.000,ADV,San Jose Av/geneva Av,San Francisco,CA,Intersection,Closed
170812780,909,2017-03-22T00:00:00.000,2017-03-22T00:00:00.000,2017-03-22T00:00:00.000,15:51,2017-03-22T15:51:00.000,HAN,1100 Block Of The Embarcadero Nor,San Francisco,CA,Common Location,Pending
173291506,22500f,2017-11-25T00:00:00.000,2017-11-25T00:00:00.000,2017-11-25T00:00:00.000,12:21,2017-11-25T12:21:00.000,NOM,1600 Block Of Harrison St,San Francisco,CA,Premise Address,Pending
180743579,Report,2018-03-15T00:00:00.000,2018-03-15T00:00:00.000,2018-03-15T00:00:00.000,20:26,2018-03-15T20:26:00.000,REP,1600 Block Of Bryant St,San Francisco,CA,Premise Address,Closed
180561193,Traffic Stop,2018-02-25T00:00:00.000,2018-02-25T00:00:00.000,2018-02-25T00:00:00.000,10:55,2018-02-25T10:55:00.000,ADV,8th St/bryant St,San Francisco,CA,Intersection,Closed
162971090,Muni Inspection,2016-10-23T00:00:00.000,2016-10-23T00:00:00.000,2016-10-23T00:00:00.000,10:13,2016-10-23T10:13:00.000,ND,San Bruno Av/silver Av,San Francisco,CA,Intersection,Pending
191273494,Traf Violation Cite,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,19:38,2019-05-07T19:38:00.000,NOM,600 Block Of Belvedere St,San Francisco,CA,Premise Address,Pending
162140104,Passing Call,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,00:54,2016-08-01T00:54:00.000,HAN,1200 Block Ocean Ave,,CA,Geo-Override,Pending
191123481,Indecent Exposure,2019-04-22T00:00:00.000,2019-04-22T00:00:00.000,2019-04-22T00:00:00.000,19:14,2019-04-22T19:14:00.000,HAN,Butte Pl/brannan St,San Francisco,CA,Intersection,Closed
171872019,Passing Call,2017-07-06T00:00:00.000,2017-07-06T00:00:00.000,2017-07-06T00:00:00.000,13:12,2017-07-06T13:12:00.000,Not recorded,1500 Block Of South Van Ness Av,San Francisco,CA,Premise Address,Closed
183332828,Vandalism,2018-11-29T00:00:00.000,2018-11-29T00:00:00.000,2018-11-29T00:00:00.000,16:57,2018-11-29T16:57:00.000,NOM,100 Block Of Dublin St,San Francisco,CA,Premise Address,Closed
161472744,Traffic Stop,2016-05-26T00:00:00.000,2016-05-26T00:00:00.000,2016-05-26T00:00:00.000,16:54,2016-05-26T16:54:00.000,ADV,2500 Block Of Mission St,San Francisco,CA,Premise Address,Pending
162483068,Noise Nuisance,2016-09-04T00:00:00.000,2016-09-04T00:00:00.000,2016-09-04T00:00:00.000,19:56,2016-09-04T19:56:00.000,GOA,1400 Block Of 43rd Av,San Francisco,CA,Premise Address,Closed
162912829,Traffic Stop,2016-10-17T00:00:00.000,2016-10-17T00:00:00.000,2016-10-17T00:00:00.000,17:02,2016-10-17T17:02:00.000,CIT,Market St/7th St,San Francisco,CA,Intersection,Withdrawn
162291931,Mentally Disturbed,2016-08-16T00:00:00.000,2016-08-16T00:00:00.000,2016-08-16T00:00:00.000,13:35,2016-08-16T13:35:00.000,CAN,900 Block Of Market St,San Francisco,CA,Common Location,Closed
191580501,Passing Call,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,06:48,2019-06-07T06:48:00.000,HAN,Beaver St/noe St,San Francisco,CA,Intersection,Pending
172753270,Passing Call,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,17:32,2017-10-02T17:32:00.000,HAN,100 Block Of 34th Av,San Francisco,CA,Common Location,Pending
171660620,Homeless Complaint,2017-06-15T00:00:00.000,2017-06-15T00:00:00.000,2017-06-15T00:00:00.000,07:22,2017-06-15T07:22:00.000,ADV,2300 Block Of Folsom St,San Francisco,CA,Premise Address,Pending
182302001,R/o Viol,2018-08-18T00:00:00.000,2018-08-18T00:00:00.000,2018-08-18T00:00:00.000,14:24,2018-08-18T14:24:00.000,NOM,900 Block Of Rivera St,San Francisco,CA,Premise Address,Pending
183320816,Poss 519,2018-11-28T00:00:00.000,2018-11-28T00:00:00.000,2018-11-28T00:00:00.000,08:22,2018-11-28T08:22:00.000,REP,Fulton St/4th Av,San Francisco,CA,Intersection,Closed
192040906,Trespasser,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,2019-07-23T00:00:00.000,08:26,2019-07-23T08:26:00.000,CAN,0 Block Of Buchanan St,San Francisco,CA,Premise Address,Closed
161204047,Party,2016-04-29T00:00:00.000,2016-04-29T00:00:00.000,2016-04-29T00:00:00.000,23:31,2016-04-29T23:31:00.000,GOA,200 Block Of Gonzalez Dr,San Francisco,CA,Premise Address,Closed
190330808,Homeless Complaint,2019-02-02T00:00:00.000,2019-02-02T00:00:00.000,2019-02-02T00:00:00.000,08:23,2019-02-02T08:23:00.000,GOA,Laguna St/ivy St,San Francisco,CA,Intersection,Closed
170571485,Suspicious Person,2017-02-26T00:00:00.000,2017-02-26T00:00:00.000,2017-02-26T00:00:00.000,12:06,2017-02-26T12:06:00.000,ABA,700 Block Of Market St,San Francisco,CA,Premise Address,Withdrawn
181943168,Passing Call,2018-07-13T00:00:00.000,2018-07-13T00:00:00.000,2018-07-13T00:00:00.000,19:01,2018-07-13T19:01:00.000,HAN,1100 Block Of Fillmore St,San Francisco,CA,Common Location,Pending
192711804,7.2.28,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,2019-09-28T00:00:00.000,12:31,2019-09-28T12:31:00.000,GOA,1000 Block Of Pacific Av,San Francisco,CA,Premise Address,Pending
180240349,Homeless Complaint,2018-01-24T00:00:00.000,2018-01-24T00:00:00.000,2018-01-24T00:00:00.000,05:09,2018-01-24T05:09:00.000,ND,0 Block Of New Montgomery St,San Francisco,CA,Common Location,Closed
161233395,Meet W/citizen,2016-05-02T00:00:00.000,2016-05-02T00:00:00.000,2016-05-02T00:00:00.000,19:30,2016-05-02T19:30:00.000,HAN,0 Block Of Richardson Av,San Francisco,CA,Premise Address,Closed
180752771,Vehicle Alarm,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,16:34,2018-03-16T16:34:00.000,HAN,22nd Av/lincoln Wy,San Francisco,CA,Intersection,Pending
162523817,Fight No Weapon,2016-09-08T00:00:00.000,2016-09-08T00:00:00.000,2016-09-08T00:00:00.000,20:29,2016-09-08T20:29:00.000,ABA,100 Block Of Mcallister St,San Francisco,CA,Premise Address,Pending
163093825,Poss,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,20:58,2016-11-04T20:58:00.000,NOM,Silver Av/san Bruno Av,San Francisco,CA,Intersection,Closed
173371814,Homeless Complaint,2017-12-03T00:00:00.000,2017-12-03T00:00:00.000,2017-12-03T00:00:00.000,13:07,2017-12-03T13:07:00.000,HAN,10th Av/clement St,San Francisco,CA,Intersection,Pending
181962379,Burglary,2018-07-15T00:00:00.000,2018-07-15T00:00:00.000,2018-07-15T00:00:00.000,16:21,2018-07-15T16:21:00.000,GOA,500 Block Of Avenue M,Treasure Isla,CA,Common Location,Pending
172494315,Homeless Complaint,2017-09-06T00:00:00.000,2017-09-06T00:00:00.000,2017-09-06T00:00:00.000,21:38,2017-09-06T21:38:00.000,GOA,700 Block Of Ellis St,San Francisco,CA,Premise Address,Pending
181661172,Passing Call,2018-06-15T00:00:00.000,2018-06-15T00:00:00.000,2018-06-15T00:00:00.000,10:11,2018-06-15T10:11:00.000,HAN,2000 Block Of Market St,San Francisco,CA,Premise Address,Closed
183134437,Traffic Stop,2018-11-09T00:00:00.000,2018-11-09T00:00:00.000,2018-11-09T00:00:00.000,23:38,2018-11-09T23:38:00.000,ADV,7th St/harrison St,San Francisco,CA,Intersection,Closed
162654749,Traffic Stop,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,2016-09-21T00:00:00.000,23:17,2016-09-21T23:17:00.000,CIT,Larkin St/pacific Av,San Francisco,CA,Intersection,Pending
190524109,Suspicious Vehicle,2019-02-21T00:00:00.000,2019-02-21T00:00:00.000,2019-02-21T00:00:00.000,22:07,2019-02-21T22:07:00.000,CIT,400 Block Of Alabama St,San Francisco,CA,Premise Address,Pending
181603373,Mentally Disturbed,2018-06-09T00:00:00.000,2018-06-09T00:00:00.000,2018-06-09T00:00:00.000,21:48,2018-06-09T21:48:00.000,HAN,9th Av/kirkham St,San Francisco,CA,Intersection,Pending
171243986,Passing Call,2017-05-04T00:00:00.000,2017-05-04T00:00:00.000,2017-05-04T00:00:00.000,22:23,2017-05-04T22:23:00.000,Not recorded,554 39th Ave,,CA,Geo-Override,Pending
173380893,22500e,2017-12-04T00:00:00.000,2017-12-04T00:00:00.000,2017-12-04T00:00:00.000,08:33,2017-12-04T08:33:00.000,GOA,0 Block Of Cervantes Bl,San Francisco,CA,Premise Address,Closed
181650996,Passing Call,2018-06-14T00:00:00.000,2018-06-14T00:00:00.000,2018-06-14T00:00:00.000,09:26,2018-06-14T09:26:00.000,HAN,University St/woolsey St,San Francisco,CA,Intersection,Withdrawn
170273915,Homeless Complaint,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,22:29,2017-01-27T22:29:00.000,ADV,2300 Block Of Francisco St,San Francisco,CA,Premise Address,Closed
173560513,Encampment,2017-12-22T00:00:00.000,2017-12-22T00:00:00.000,2017-12-22T00:00:00.000,06:34,2017-12-22T06:34:00.000,HAN,100 Block Of Russ St,San Francisco,CA,Premise Address,Closed
192371961,Passing Call,2019-08-25T00:00:00.000,2019-08-25T00:00:00.000,2019-08-25T00:00:00.000,13:15,2019-08-25T13:15:00.000,HAN,3100 Block Of Kamille Ct,San Francisco,CA,Common Location,Pending
180772687,Muni Inspection,2018-03-18T00:00:00.000,2018-03-18T00:00:00.000,2018-03-18T00:00:00.000,17:42,2018-03-18T17:42:00.000,Not recorded,The Embarcadero Sou/harrison St,San Francisco,CA,Intersection,Pending
182343799,Traf Violation Tow,2018-08-22T00:00:00.000,2018-08-22T00:00:00.000,2018-08-22T00:00:00.000,20:17,2018-08-22T20:17:00.000,GOA,200 Block Of Carl St,San Francisco,CA,Premise Address,Closed
182533864,Noise Nuisance,2018-09-10T00:00:00.000,2018-09-10T00:00:00.000,2018-09-10T00:00:00.000,21:39,2018-09-10T21:39:00.000,CAN,3500 Block Of Market St,San Francisco,CA,Premise Address,Closed
173560105,Traffic Stop,2017-12-22T00:00:00.000,2017-12-22T00:00:00.000,2017-12-22T00:00:00.000,00:58,2017-12-22T00:58:00.000,CIT,4th Av/anza St,San Francisco,CA,Intersection,Withdrawn
181783871,Caser,2018-06-27T00:00:00.000,2018-06-27T00:00:00.000,2018-06-27T00:00:00.000,22:39,2018-06-27T22:39:00.000,GOA,Clay St/kearny St,San Francisco,CA,Intersection,Closed
172623257,Well Being Check,2017-09-19T00:00:00.000,2017-09-19T00:00:00.000,2017-09-19T00:00:00.000,18:16,2017-09-19T18:16:00.000,UTL,2000 Block Of Oak St,San Francisco,CA,Premise Address,Closed
171612982,22500e,2017-06-10T00:00:00.000,2017-06-10T00:00:00.000,2017-06-10T00:00:00.000,18:50,2017-06-10T18:50:00.000,CIT,1800 Block Of Laguna St,San Francisco,CA,Premise Address,Pending
190282436,Petty Theft,2019-01-28T00:00:00.000,2019-01-28T00:00:00.000,2019-01-28T00:00:00.000,15:19,2019-01-28T15:19:00.000,GOA,200 Block Of Eddy St,San Francisco,CA,Premise Address,Closed
170613129,Passing Call,2017-03-02T00:00:00.000,2017-03-02T00:00:00.000,2017-03-02T00:00:00.000,17:45,2017-03-02T17:45:00.000,HAN,Market St/cyril Magnin St,San Francisco,CA,Intersection,Closed
173000602,Trespasser,2017-10-27T00:00:00.000,2017-10-27T00:00:00.000,2017-10-27T00:00:00.000,06:18,2017-10-27T06:18:00.000,GOA,400 Block Of Grove St,San Francisco,CA,Premise Address,Closed
181962071,Recover Missing Veh,2018-07-15T00:00:00.000,2018-07-15T00:00:00.000,2018-07-15T00:00:00.000,14:56,2018-07-15T14:56:00.000,HAN,2000 Block Of 28th Av,San Francisco,CA,Premise Address,Pending
162100573,518,2016-07-28T00:00:00.000,2016-07-28T00:00:00.000,2016-07-28T00:00:00.000,07:16,2016-07-28T07:16:00.000,22,Palou Av/dorman Av,San Francisco,CA,Intersection,Closed
161250606,Dw,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,07:26,2016-05-04T07:26:00.000,CAN,100 Block Of Bruce Av,San Francisco,CA,Premise Address,Closed
171500671,915,2017-05-30T00:00:00.000,2017-05-30T00:00:00.000,2017-05-30T00:00:00.000,07:45,2017-05-30T07:45:00.000,UTL,3500 Block Of 16th St,San Francisco,CA,Premise Address,Closed
180802902,22500e,2018-03-21T00:00:00.000,2018-03-21T00:00:00.000,2018-03-21T00:00:00.000,16:55,2018-03-21T16:55:00.000,CIT,500 Block Of London St,San Francisco,CA,Premise Address,Closed
191583347,Drinking,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,18:50,2019-06-07T18:50:00.000,UTL,500 Block Of Ofarrell St,San Francisco,CA,Premise Address,Pending
191221424,Suspicious Person,2019-05-02T00:00:00.000,2019-05-02T00:00:00.000,2019-05-02T00:00:00.000,10:54,2019-05-02T10:54:00.000,GOA,Drumm St/market St,San Francisco,CA,Intersection,Withdrawn
162783764,Traffic Stop,2016-10-04T00:00:00.000,2016-10-04T00:00:00.000,2016-10-04T00:00:00.000,20:01,2016-10-04T20:01:00.000,HAN,11th St/mission St,San Francisco,CA,Intersection,Withdrawn
172354112,Casing,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,2017-08-23T00:00:00.000,21:15,2017-08-23T21:15:00.000,HAN,Divisadero St/ofarrell St,San Francisco,CA,Intersection,Closed
162453691,Traffic Stop,2016-09-01T00:00:00.000,2016-09-01T00:00:00.000,2016-09-01T00:00:00.000,20:31,2016-09-01T20:31:00.000,ADV,Pacific Av/grant Av,San Francisco,CA,Intersection,Pending
161243099,Silent Alarm,2016-05-03T00:00:00.000,2016-05-03T00:00:00.000,2016-05-03T00:00:00.000,18:37,2016-05-03T18:37:00.000,PAS,700 Block Of Sansome St,San Francisco,CA,Premise Address,Pending
171221134,Passing Call,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,09:48,2017-05-02T09:48:00.000,Not recorded,600 Block Of Beach St,San Francisco,CA,Common Location,Closed
191362761,Rep,2019-05-16T00:00:00.000,2019-05-16T00:00:00.000,2019-05-16T00:00:00.000,17:09,2019-05-16T17:09:00.000,HAN,1400 Block Of Haight St,San Francisco,CA,Premise Address,Pending
171034205,Auto Boost / Strip,2017-04-13T00:00:00.000,2017-04-13T00:00:00.000,2017-04-13T00:00:00.000,22:08,2017-04-13T22:08:00.000,REP,Golden Gate Av/laguna St,San Francisco,CA,Intersection,Closed
182180759,Passing Call,2018-08-06T00:00:00.000,2018-08-06T00:00:00.000,2018-08-06T00:00:00.000,08:36,2018-08-06T08:36:00.000,HAN,Hampshire St/17th St,San Francisco,CA,Intersection,Pending
171782950,Traffic Stop,2017-06-27T00:00:00.000,2017-06-27T00:00:00.000,2017-06-27T00:00:00.000,17:59,2017-06-27T17:59:00.000,CIT,San Jose Av/santa Ynez Av,San Francisco,CA,Intersection,Pending
161744011,Psych Eval / Hold,2016-06-22T00:00:00.000,2016-06-22T00:00:00.000,2016-06-22T00:00:00.000,22:07,2016-06-22T22:07:00.000,HAN,800 Block Of Buena Vista Av W,San Francisco,CA,Premise Address,Pending
190181309,Passing Call,2019-01-18T00:00:00.000,2019-01-18T00:00:00.000,2019-01-18T00:00:00.000,10:35,2019-01-18T10:35:00.000,HAN,Lombard St/larkin St,San Francisco,CA,Intersection,Pending
192601213,Passing Call,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,2019-09-17T00:00:00.000,09:56,2019-09-17T09:56:00.000,Not recorded,18th St/castro St,San Francisco,CA,Intersection,Closed
171663700,22500e/7.2.25,2017-06-15T00:00:00.000,2017-06-15T00:00:00.000,2017-06-15T00:00:00.000,20:09,2017-06-15T20:09:00.000,CAN,100 Block Of Rudden Av,San Francisco,CA,Premise Address,Closed
161263536,Well Being Check,2016-05-05T00:00:00.000,2016-05-05T00:00:00.000,2016-05-05T00:00:00.000,19:33,2016-05-05T19:33:00.000,ADV,400 Block Of Divisadero St,San Francisco,CA,Premise Address,Closed
182073731,Casing,2018-07-26T00:00:00.000,2018-07-26T00:00:00.000,2018-07-26T00:00:00.000,21:40,2018-07-26T21:40:00.000,ND,Innes Av/earl St,San Francisco,CA,Intersection,Closed
172684023,Suspicious Person,2017-09-25T00:00:00.000,2017-09-25T00:00:00.000,2017-09-25T00:00:00.000,20:55,2017-09-25T20:55:00.000,ND,4400 Block Of Mission St,San Francisco,CA,Premise Address,Pending
170802855,Muni Inspection,2017-03-21T00:00:00.000,2017-03-21T00:00:00.000,2017-03-21T00:00:00.000,16:45,2017-03-21T16:45:00.000,HAN,San Bruno Av/bacon St,San Francisco,CA,Intersection,Withdrawn
161402286,22500l,2016-05-19T00:00:00.000,2016-05-19T00:00:00.000,2016-05-19T00:00:00.000,14:35,2016-05-19T14:35:00.000,CIT,16th St/capp St,San Francisco,CA,Intersection,Withdrawn
191273745,Noise Nuisance,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,2019-05-07T00:00:00.000,21:04,2019-05-07T21:04:00.000,ADV,0 Block Of Bernal Heights Bl,San Francisco,CA,Common Location,Pending
170911560,Homeless Complaint,2017-04-01T00:00:00.000,2017-04-01T00:00:00.000,2017-04-01T00:00:00.000,11:30,2017-04-01T11:30:00.000,CIT,400 Block Of Jones St,San Francisco,CA,Premise Address,Closed
182892631,Petty Theft,2018-10-16T00:00:00.000,2018-10-16T00:00:00.000,2018-10-16T00:00:00.000,16:30,2018-10-16T16:30:00.000,UTL,1700 Block Of Newcomb Av,San Francisco,CA,Premise Address,Closed
